Variable xr: a, t, e 
130,4,7,28 
130,5,7,28 
130,6,7,28 
130,7,7,28 
130,8,7,28 
130,9,7,28 
130,10,7,28 
132,1,8,28 
132,2,8,28 
132,3,8,28 
132,4,8,28 
132,5,8,28 
132,6,8,28 
132,7,8,28 
132,8,8,28 
132,9,8,28 
132,10,8,28 
134,1,9,28 
134,2,9,28 
134,3,9,28 
134,4,9,28 
134,5,9,28 
134,6,9,28 
134,7,9,28 
134,8,9,28 
134,9,9,28 
134,10,9,28 
132,1,10,28 
132,2,10,28 
132,3,10,28 
132,4,10,28 
132,5,10,28 
132,6,10,28 
132,7,10,28 
132,8,10,28 
132,9,10,28 
132,10,10,28 
134,1,11,28 
134,2,11,28 
134,3,11,28 
134,4,11,28 
134,5,11,28 
134,6,11,28 
134,7,11,28 
134,8,11,28 
134,9,11,28 
134,10,11,28 
131,1,12,28 
131,2,12,28 
131,3,12,28 
131,4,12,28 
131,5,12,28 
131,6,12,28 
131,7,12,28 
131,8,12,28 
131,9,12,28 
131,10,12,28 
129,1,13,28 
129,2,13,28 
129,3,13,28 
129,4,13,28 
129,5,13,28 
129,6,13,28 
129,7,13,28 
129,8,13,28 
129,9,13,28 
129,10,13,28 
136,1,14,28 
136,2,14,28 
136,3,14,28 
136,4,14,28 
136,5,14,28 
136,6,14,28 
136,7,14,28 
136,8,14,28 
136,9,14,28 
136,10,14,28 
132,1,15,28 
132,2,15,28 
132,3,15,28 
132,4,15,28 
132,5,15,28 
132,6,15,28 
132,7,15,28 
132,8,15,28 
132,9,15,28 
132,10,15,28 
134,1,16,28 
134,2,16,28 
134,3,16,28 
134,4,16,28 
134,5,16,28 
134,6,16,28 
134,7,16,28 
134,8,16,28 
134,9,16,28 
134,10,16,28 
131,1,17,28 
131,2,17,28 
131,3,17,28 
131,4,17,28 
131,5,17,28 
131,6,17,28 
131,7,17,28 
131,8,17,28 
131,9,17,28 
131,10,17,28 
129,1,18,28 
129,2,18,28 
129,3,18,28 
129,4,18,28 
129,5,18,28 
129,6,18,28 
129,7,18,28 
129,8,18,28 
129,9,18,28 
129,10,18,28 
135,1,19,28 
135,2,19,28 
135,3,19,28 
135,4,19,28 
135,5,19,28 
135,6,19,28 
135,7,19,28 
135,8,19,28 
135,9,19,28 
135,10,19,28 
137,1,20,28 
137,2,20,28 
137,3,20,28 
137,4,20,28 
137,5,20,28 
137,6,20,28 
137,7,20,28 
137,8,20,28 
137,9,20,28 
137,10,20,28 
257,1,1,29 
257,2,1,29 
257,3,1,29 
257,4,1,29 
257,5,1,29 
257,6,1,29 
257,7,1,29 
257,8,1,29 
257,9,1,29 
257,10,1,29 
0,1,2,29 
0,2,2,29 
0,3,2,29 
0,4,2,29 
0,5,2,29 
0,6,2,29 
0,7,2,29 
0,8,2,29 
0,9,2,29 
0,10,2,29 
0,1,3,29 
0,2,3,29 
0,3,3,29 
0,4,3,29 
0,5,3,29 
0,6,3,29 
0,7,3,29 
0,8,3,29 
0,9,3,29 
0,10,3,29 
129,1,4,29 
129,2,4,29 
129,3,4,29 
129,4,4,29 
129,5,4,29 
129,6,4,29 
129,7,4,29 
129,8,4,29 
129,9,4,29 
129,10,4,29 
134,1,5,29 
134,2,5,29 
134,3,5,29 
134,4,5,29 
134,5,5,29 
134,6,5,29 
134,7,5,29 
134,8,5,29 
134,9,5,29 
134,10,5,29 
130,1,6,29 
130,2,6,29 
130,3,6,29 
130,4,6,29 
130,5,6,29 
130,6,6,29 
130,7,6,29 
130,8,6,29 
130,9,6,29 
130,10,6,29 
130,1,7,29 
130,2,7,29 
130,3,7,29 
130,4,7,29 
130,5,7,29 
130,6,7,29 
130,7,7,29 
130,8,7,29 
130,9,7,29 
130,10,7,29 
134,1,8,29 
134,2,8,29 
134,3,8,29 
134,4,8,29 
134,5,8,29 
134,6,8,29 
134,7,8,29 
134,8,8,29 
134,9,8,29 
134,10,8,29 
130,1,9,29 
130,2,9,29 
130,3,9,29 
130,4,9,29 
130,5,9,29 
130,6,9,29 
130,7,9,29 
130,8,9,29 
130,9,9,29 
130,10,9,29 
129,1,10,29 
129,2,10,29 
129,3,10,29 
129,4,10,29 
129,5,10,29 
129,6,10,29 
129,7,10,29 
129,8,10,29 
129,9,10,29 
129,10,10,29 
135,1,11,29 
135,2,11,29 
135,3,11,29 
135,4,11,29 
135,5,11,29 
135,6,11,29 
135,7,11,29 
135,8,11,29 
135,9,11,29 
135,10,11,29 
132,1,12,29 
132,2,12,29 
132,3,12,29 
132,4,12,29 
132,5,12,29 
132,6,12,29 
132,7,12,29 
132,8,12,29 
132,9,12,29 
132,10,12,29 
126,1,13,29 
126,2,13,29 
126,3,13,29 
126,4,13,29 
126,5,13,29 
126,6,13,29 
126,7,13,29 
126,8,13,29 
126,9,13,29 
126,10,13,29 
130,1,14,29 
130,2,14,29 
130,3,14,29 
130,4,14,29 
130,5,14,29 
130,6,14,29 
130,7,14,29 
130,8,14,29 
130,9,14,29 
130,10,14,29 
131,1,15,29 
131,2,15,29 
131,3,15,29 
131,4,15,29 
131,5,15,29 
131,6,15,29 
131,7,15,29 
131,8,15,29 
131,9,15,29 
131,10,15,29 
129,1,16,29 
129,2,16,29 
129,3,16,29 
129,4,16,29 
129,5,16,29 
129,6,16,29 
129,7,16,29 
129,8,16,29 
129,9,16,29 
129,10,16,29 
129,1,17,29 
129,2,17,29 
129,3,17,29 
129,4,17,29 
129,5,17,29 
129,6,17,29 
129,7,17,29 
129,8,17,29 
129,9,17,29 
129,10,17,29 
126,1,18,29 
126,2,18,29 
126,3,18,29 
126,4,18,29 
126,5,18,29 
126,6,18,29 
126,7,18,29 
126,8,18,29 
126,9,18,29 
126,10,18,29 
131,1,19,29 
131,2,19,29 
131,3,19,29 
131,4,19,29 
131,5,19,29 
131,6,19,29 
131,7,19,29 
131,8,19,29 
131,9,19,29 
131,10,19,29 
131,1,20,29 
131,2,20,29 
131,3,20,29 
131,4,20,29 
131,5,20,29 
131,6,20,29 
131,7,20,29 
131,8,20,29 
131,9,20,29 
131,10,20,29 
264,1,1,30 
264,2,1,30 
264,3,1,30 
264,4,1,30 
264,5,1,30 
264,6,1,30 
264,7,1,30 
264,8,1,30 
264,9,1,30 
264,10,1,30 
0,1,2,30 
0,2,2,30 
0,3,2,30 
0,4,2,30 
0,5,2,30 
0,6,2,30 
0,7,2,30 
0,8,2,30 
0,9,2,30 
0,10,2,30 
0,1,3,30 
0,2,3,30 
0,3,3,30 
0,4,3,30 
0,5,3,30 
0,6,3,30 
0,7,3,30 
0,8,3,30 
0,9,3,30 
0,10,3,30 
129,1,4,30 
129,2,4,30 
129,3,4,30 
129,4,4,30 
129,5,4,30 
129,6,4,30 
129,7,4,30 
129,8,4,30 
129,9,4,30 
129,10,4,30 
131,1,5,30 
131,2,5,30 
131,3,5,30 
131,4,5,30 
131,5,5,30 
131,6,5,30 
131,7,5,30 
131,8,5,30 
131,9,5,30 
131,10,5,30 
132,1,6,30 
132,2,6,30 
132,3,6,30 
132,4,6,30 
132,5,6,30 
132,6,6,30 
132,7,6,30 
132,8,6,30 
132,9,6,30 
132,10,6,30 
126,1,7,30 
126,2,7,30 
126,3,7,30 
126,4,7,30 
126,5,7,30 
126,6,7,30 
126,7,7,30 
126,8,7,30 
126,9,7,30 
126,10,7,30 
121,1,8,30 
121,2,8,30 
121,3,8,30 
121,4,8,30 
121,5,8,30 
121,6,8,30 
121,7,8,30 
121,8,8,30 
121,9,8,30 
121,10,8,30 
131,1,9,30 
131,2,9,30 
131,3,9,30 
131,4,9,30 
131,5,9,30 
131,6,9,30 
131,7,9,30 
131,8,9,30 
131,9,9,30 
131,10,9,30 
130,1,10,30 
130,2,10,30 
130,3,10,30 
130,4,10,30 
130,5,10,30 
130,6,10,30 
130,7,10,30 
130,8,10,30 
130,9,10,30 
130,10,10,30 
128,1,11,30 
128,2,11,30 
128,3,11,30 
128,4,11,30 
128,5,11,30 
128,6,11,30 
128,7,11,30 
128,8,11,30 
128,9,11,30 
128,10,11,30 
133,1,12,30 
133,2,12,30 
133,3,12,30 
133,4,12,30 
133,5,12,30 
133,6,12,30 
133,7,12,30 
133,8,12,30 
133,9,12,30 
133,10,12,30 
130,1,13,30 
130,2,13,30 
130,3,13,30 
130,4,13,30 
130,5,13,30 
130,6,13,30 
130,7,13,30 
130,8,13,30 
130,9,13,30 
130,10,13,30 
128,1,14,30 
128,2,14,30 
128,3,14,30 
128,4,14,30 
128,5,14,30 
128,6,14,30 
128,7,14,30 
128,8,14,30 
128,9,14,30 
128,10,14,30 
128,1,15,30 
128,2,15,30 
128,3,15,30 
128,4,15,30 
128,5,15,30 
128,6,15,30 
128,7,15,30 
128,8,15,30 
128,9,15,30 
128,10,15,30 
128,1,16,30 
128,2,16,30 
128,3,16,30 
128,4,16,30 
128,5,16,30 
128,6,16,30 
128,7,16,30 
128,8,16,30 
128,9,16,30 
128,10,16,30 
134,1,17,30 
134,2,17,30 
134,3,17,30 
134,4,17,30 
134,5,17,30 
134,6,17,30 
134,7,17,30 
134,8,17,30 
134,9,17,30 
134,10,17,30 
129,1,18,30 
129,2,18,30 
129,3,18,30 
129,4,18,30 
129,5,18,30 
129,6,18,30 
129,7,18,30 
129,8,18,30 
129,9,18,30 
129,10,18,30 
126,1,19,30 
126,2,19,30 
126,3,19,30 
126,4,19,30 
126,5,19,30 
126,6,19,30 
126,7,19,30 
126,8,19,30 
126,9,19,30 
126,10,19,30 
129,1,20,30 
129,2,20,30 
129,3,20,30 
129,4,20,30 
129,5,20,30 
129,6,20,30 
129,7,20,30 
129,8,20,30 
129,9,20,30 
129,10,20,30 
131,1,1,31 
131,2,1,31 
131,3,1,31 
131,4,1,31 
131,5,1,31 
131,6,1,31 
131,7,1,31 
131,8,1,31 
131,9,1,31 
131,10,1,31 
0,1,2,31 
0,2,2,31 
0,3,2,31 
0,4,2,31 
0,5,2,31 
0,6,2,31 
0,7,2,31 
0,8,2,31 
0,9,2,31 
0,10,2,31 
126,1,3,31 
126,2,3,31 
126,3,3,31 
126,4,3,31 
126,5,3,31 
126,6,3,31 
126,7,3,31 
126,8,3,31 
126,9,3,31 
126,10,3,31 
131,1,4,31 
131,2,4,31 
131,3,4,31 
131,4,4,31 
131,5,4,31 
131,6,4,31 
131,7,4,31 
131,8,4,31 
131,9,4,31 
131,10,4,31 
129,1,5,31 
129,2,5,31 
129,3,5,31 
129,4,5,31 
129,5,5,31 
129,6,5,31 
129,7,5,31 
129,8,5,31 
129,9,5,31 
129,10,5,31 
130,1,6,31 
130,2,6,31 
130,3,6,31 
130,4,6,31 
130,5,6,31 
130,6,6,31 
130,7,6,31 
130,8,6,31 
130,9,6,31 
130,10,6,31 
128,1,7,31 
128,2,7,31 
128,3,7,31 
128,4,7,31 
128,5,7,31 
128,6,7,31 
128,7,7,31 
128,8,7,31 
128,9,7,31 
128,10,7,31 
127,1,8,31 
127,2,8,31 
127,3,8,31 
127,4,8,31 
127,5,8,31 
127,6,8,31 
127,7,8,31 
127,8,8,31 
127,9,8,31 
127,10,8,31 
131,1,9,31 
131,2,9,31 
131,3,9,31 
131,4,9,31 
131,5,9,31 
131,6,9,31 
131,7,9,31 
131,8,9,31 
131,9,9,31 
131,10,9,31 
134,1,10,31 
134,2,10,31 
134,3,10,31 
134,4,10,31 
134,5,10,31 
134,6,10,31 
134,7,10,31 
134,8,10,31 
134,9,10,31 
134,10,10,31 
130,1,11,31 
130,2,11,31 
130,3,11,31 
130,4,11,31 
130,5,11,31 
130,6,11,31 
130,7,11,31 
130,8,11,31 
130,9,11,31 
130,10,11,31 
125,1,12,31 
125,2,12,31 
125,3,12,31 
125,4,12,31 
125,5,12,31 
125,6,12,31 
125,7,12,31 
125,8,12,31 
125,9,12,31 
125,10,12,31 
131,1,13,31 
131,2,13,31 
131,3,13,31 
131,4,13,31 
131,5,13,31 
131,6,13,31 
131,7,13,31 
131,8,13,31 
131,9,13,31 
131,10,13,31 
128,1,14,31 
128,2,14,31 
128,3,14,31 
128,4,14,31 
128,5,14,31 
128,6,14,31 
128,7,14,31 
128,8,14,31 
128,9,14,31 
128,10,14,31 
131,1,15,31 
131,2,15,31 
131,3,15,31 
131,4,15,31 
131,5,15,31 
131,6,15,31 
131,7,15,31 
131,8,15,31 
131,9,15,31 
131,10,15,31 
128,1,16,31 
128,2,16,31 
128,3,16,31 
128,4,16,31 
128,5,16,31 
128,6,16,31 
128,7,16,31 
128,8,16,31 
128,9,16,31 
128,10,16,31 
133,1,17,31 
133,2,17,31 
133,3,17,31 
133,4,17,31 
133,5,17,31 
133,6,17,31 
133,7,17,31 
133,8,17,31 
133,9,17,31 
133,10,17,31 
131,1,18,31 
131,2,18,31 
131,3,18,31 
131,4,18,31 
131,5,18,31 
131,6,18,31 
131,7,18,31 
131,8,18,31 
131,9,18,31 
131,10,18,31 
129,1,19,31 
129,2,19,31 
129,3,19,31 
129,4,19,31 
129,5,19,31 
129,6,19,31 
129,7,19,31 
129,8,19,31 
129,9,19,31 
129,10,19,31 
130,1,20,31 
130,2,20,31 
130,3,20,31 
130,4,20,31 
130,5,20,31 
130,6,20,31 
130,7,20,31 
130,8,20,31 
130,9,20,31 
130,10,20,31 
125,1,1,32 
125,2,1,32 
125,3,1,32 
125,4,1,32 
125,5,1,32 
125,6,1,32 
125,7,1,32 
125,8,1,32 
125,9,1,32 
125,10,1,32 
0,1,2,32 
0,2,2,32 
0,3,2,32 
0,4,2,32 
0,5,2,32 
0,6,2,32 
0,7,2,32 
0,8,2,32 
0,9,2,32 
0,10,2,32 
128,1,3,32 
128,2,3,32 
128,3,3,32 
128,4,3,32 
128,5,3,32 
128,6,3,32 
128,7,3,32 
128,8,3,32 
128,9,3,32 
128,10,3,32 
123,1,4,32 
123,2,4,32 
123,3,4,32 
123,4,4,32 
123,5,4,32 
123,6,4,32 
123,7,4,32 
123,8,4,32 
123,9,4,32 
123,10,4,32 
129,1,5,32 
129,2,5,32 
129,3,5,32 
129,4,5,32 
129,5,5,32 
129,6,5,32 
129,7,5,32 
129,8,5,32 
129,9,5,32 
129,10,5,32 
130,1,6,32 
130,2,6,32 
130,3,6,32 
130,4,6,32 
130,5,6,32 
130,6,6,32 
130,7,6,32 
130,8,6,32 
130,9,6,32 
130,10,6,32 
128,1,7,32 
128,2,7,32 
128,3,7,32 
128,4,7,32 
128,5,7,32 
128,6,7,32 
128,7,7,32 
128,8,7,32 
128,9,7,32 
128,10,7,32 
125,1,8,32 
125,2,8,32 
125,3,8,32 
125,4,8,32 
125,5,8,32 
125,6,8,32 
125,7,8,32 
125,8,8,32 
125,9,8,32 
125,10,8,32 
128,1,9,32 
128,2,9,32 
128,3,9,32 
128,4,9,32 
128,5,9,32 
128,6,9,32 
128,7,9,32 
128,8,9,32 
128,9,9,32 
128,10,9,32 
126,1,10,32 
126,2,10,32 
126,3,10,32 
126,4,10,32 
126,5,10,32 
126,6,10,32 
126,7,10,32 
126,8,10,32 
126,9,10,32 
126,10,10,32 
128,1,11,32 
128,2,11,32 
128,3,11,32 
128,4,11,32 
128,5,11,32 
128,6,11,32 
128,7,11,32 
128,8,11,32 
128,9,11,32 
128,10,11,32 
127,1,12,32 
127,2,12,32 
127,3,12,32 
127,4,12,32 
127,5,12,32 
127,6,12,32 
127,7,12,32 
127,8,12,32 
127,9,12,32 
127,10,12,32 
129,1,13,32 
129,2,13,32 
129,3,13,32 
129,4,13,32 
129,5,13,32 
129,6,13,32 
129,7,13,32 
129,8,13,32 
129,9,13,32 
129,10,13,32 
128,1,14,32 
128,2,14,32 
128,3,14,32 
128,4,14,32 
128,5,14,32 
128,6,14,32 
128,7,14,32 
128,8,14,32 
128,9,14,32 
128,10,14,32 
124,1,15,32 
124,2,15,32 
124,3,15,32 
124,4,15,32 
124,5,15,32 
124,6,15,32 
124,7,15,32 
124,8,15,32 
124,9,15,32 
124,10,15,32 
124,1,16,32 
124,2,16,32 
124,3,16,32 
124,4,16,32 
124,5,16,32 
124,6,16,32 
124,7,16,32 
124,8,16,32 
124,9,16,32 
124,10,16,32 
123,1,17,32 
123,2,17,32 
123,3,17,32 
123,4,17,32 
123,5,17,32 
123,6,17,32 
123,7,17,32 
123,8,17,32 
123,9,17,32 
123,10,17,32 
127,1,18,32 
127,2,18,32 
127,3,18,32 
127,4,18,32 
127,5,18,32 
127,6,18,32 
127,7,18,32 
127,8,18,32 
127,9,18,32 
127,10,18,32 
121,1,19,32 
121,2,19,32 
121,3,19,32 
121,4,19,32 
121,5,19,32 
121,6,19,32 
121,7,19,32 
121,8,19,32 
121,9,19,32 
121,10,19,32 
127,1,20,32 
127,2,20,32 
127,3,20,32 
127,4,20,32 
127,5,20,32 
127,6,20,32 
127,7,20,32 
127,8,20,32 
127,9,20,32 
127,10,20,32 
125,1,1,33 
125,2,1,33 
125,3,1,33 
125,4,1,33 
125,5,1,33 
125,6,1,33 
125,7,1,33 
125,8,1,33 
125,9,1,33 
125,10,1,33 
0,1,2,33 
0,2,2,33 
0,3,2,33 
0,4,2,33 
0,5,2,33 
0,6,2,33 
0,7,2,33 
0,8,2,33 
0,9,2,33 
0,10,2,33 
130,1,3,33 
130,2,3,33 
130,3,3,33 
130,4,3,33 
130,5,3,33 
130,6,3,33 
130,7,3,33 
130,8,3,33 
130,9,3,33 
130,10,3,33 
128,1,4,33 
128,2,4,33 
128,3,4,33 
128,4,4,33 
128,5,4,33 
128,6,4,33 
128,7,4,33 
128,8,4,33 
128,9,4,33 
128,10,4,33 
127,1,5,33 
127,2,5,33 
127,3,5,33 
127,4,5,33 
127,5,5,33 
127,6,5,33 
127,7,5,33 
127,8,5,33 
127,9,5,33 
127,10,5,33 
127,1,6,33 
127,2,6,33 
127,3,6,33 
127,4,6,33 
127,5,6,33 
127,6,6,33 
127,7,6,33 
127,8,6,33 
127,9,6,33 
127,10,6,33 
128,1,7,33 
128,2,7,33 
128,3,7,33 
128,4,7,33 
128,5,7,33 
128,6,7,33 
128,7,7,33 
128,8,7,33 
128,9,7,33 
128,10,7,33 
126,1,8,33 
126,2,8,33 
126,3,8,33 
126,4,8,33 
126,5,8,33 
126,6,8,33 
126,7,8,33 
126,8,8,33 
126,9,8,33 
126,10,8,33 
128,1,9,33 
128,2,9,33 
128,3,9,33 
128,4,9,33 
128,5,9,33 
128,6,9,33 
128,7,9,33 
128,8,9,33 
128,9,9,33 
128,10,9,33 
130,1,10,33 
130,2,10,33 
130,3,10,33 
130,4,10,33 
130,5,10,33 
130,6,10,33 
130,7,10,33 
130,8,10,33 
130,9,10,33 
130,10,10,33 
126,1,11,33 
126,2,11,33 
126,3,11,33 
126,4,11,33 
126,5,11,33 
126,6,11,33 
126,7,11,33 
126,8,11,33 
126,9,11,33 
126,10,11,33 
131,1,12,33 
131,2,12,33 
131,3,12,33 
131,4,12,33 
131,5,12,33 
131,6,12,33 
131,7,12,33 
131,8,12,33 
131,9,12,33 
131,10,12,33 
128,1,13,33 
128,2,13,33 
128,3,13,33 
128,4,13,33 
128,5,13,33 
128,6,13,33 
128,7,13,33 
128,8,13,33 
128,9,13,33 
128,10,13,33 
129,1,14,33 
129,2,14,33 
129,3,14,33 
129,4,14,33 
129,5,14,33 
129,6,14,33 
129,7,14,33 
129,8,14,33 
129,9,14,33 
129,10,14,33 
128,1,15,33 
128,2,15,33 
128,3,15,33 
128,4,15,33 
128,5,15,33 
128,6,15,33 
128,7,15,33 
128,8,15,33 
128,9,15,33 
128,10,15,33 
128,1,16,33 
128,2,16,33 
128,3,16,33 
128,4,16,33 
128,5,16,33 
128,6,16,33 
128,7,16,33 
128,8,16,33 
128,9,16,33 
128,10,16,33 
129,1,17,33 
129,2,17,33 
129,3,17,33 
129,4,17,33 
129,5,17,33 
129,6,17,33 
129,7,17,33 
129,8,17,33 
129,9,17,33 
129,10,17,33 
126,1,18,33 
126,2,18,33 
126,3,18,33 
126,4,18,33 
126,5,18,33 
126,6,18,33 
126,7,18,33 
126,8,18,33 
126,9,18,33 
126,10,18,33 
129,1,19,33 
129,2,19,33 
129,3,19,33 
129,4,19,33 
129,5,19,33 
129,6,19,33 
129,7,19,33 
129,8,19,33 
129,9,19,33 
129,10,19,33 
128,1,20,33 
128,2,20,33 
128,3,20,33 
128,4,20,33 
128,5,20,33 
128,6,20,33 
128,7,20,33 
128,8,20,33 
128,9,20,33 
128,10,20,33 
132,1,1,34 
132,2,1,34 
132,3,1,34 
132,4,1,34 
132,5,1,34 
132,6,1,34 
132,7,1,34 
132,8,1,34 
132,9,1,34 
132,10,1,34 
0,1,2,34 
0,2,2,34 
0,3,2,34 
0,4,2,34 
0,5,2,34 
0,6,2,34 
0,7,2,34 
0,8,2,34 
0,9,2,34 
0,10,2,34 
131,1,3,34 
131,2,3,34 
131,3,3,34 
131,4,3,34 
131,5,3,34 
131,6,3,34 
131,7,3,34 
131,8,3,34 
131,9,3,34 
131,10,3,34 
125,1,4,34 
125,2,4,34 
125,3,4,34 
125,4,4,34 
125,5,4,34 
125,6,4,34 
125,7,4,34 
125,8,4,34 
125,9,4,34 
125,10,4,34 
134,1,5,34 
134,2,5,34 
134,3,5,34 
134,4,5,34 
134,5,5,34 
134,6,5,34 
134,7,5,34 
134,8,5,34 
134,9,5,34 
134,10,5,34 
130,1,6,34 
130,2,6,34 
130,3,6,34 
130,4,6,34 
130,5,6,34 
130,6,6,34 
130,7,6,34 
130,8,6,34 
130,9,6,34 
130,10,6,34 
128,1,7,34 
128,2,7,34 
128,3,7,34 
128,4,7,34 
128,5,7,34 
128,6,7,34 
128,7,7,34 
128,8,7,34 
128,9,7,34 
128,10,7,34 
132,1,8,34 
132,2,8,34 
132,3,8,34 
132,4,8,34 
132,5,8,34 
132,6,8,34 
132,7,8,34 
132,8,8,34 
132,9,8,34 
132,10,8,34 
129,1,9,34 
129,2,9,34 
129,3,9,34 
129,4,9,34 
129,5,9,34 
129,6,9,34 
129,7,9,34 
129,8,9,34 
129,9,9,34 
129,10,9,34 
131,1,10,34 
131,2,10,34 
131,3,10,34 
131,4,10,34 
131,5,10,34 
131,6,10,34 
131,7,10,34 
131,8,10,34 
131,9,10,34 
131,10,10,34 
133,1,11,34 
133,2,11,34 
133,3,11,34 
133,4,11,34 
133,5,11,34 
133,6,11,34 
133,7,11,34 
133,8,11,34 
133,9,11,34 
133,10,11,34 
130,1,12,34 
130,2,12,34 
130,3,12,34 
130,4,12,34 
130,5,12,34 
130,6,12,34 
130,7,12,34 
130,8,12,34 
130,9,12,34 
130,10,12,34 
134,1,13,34 
134,2,13,34 
134,3,13,34 
134,4,13,34 
134,5,13,34 
134,6,13,34 
134,7,13,34 
134,8,13,34 
134,9,13,34 
134,10,13,34 
128,1,14,34 
128,2,14,34 
128,3,14,34 
128,4,14,34 
128,5,14,34 
128,6,14,34 
128,7,14,34 
128,8,14,34 
128,9,14,34 
128,10,14,34 
128,1,15,34 
128,2,15,34 
128,3,15,34 
128,4,15,34 
128,5,15,34 
128,6,15,34 
128,7,15,34 
128,8,15,34 
128,9,15,34 
128,10,15,34 
131,1,16,34 
131,2,16,34 
131,3,16,34 
131,4,16,34 
131,5,16,34 
131,6,16,34 
131,7,16,34 
131,8,16,34 
131,9,16,34 
131,10,16,34 
132,1,17,34 
132,2,17,34 
132,3,17,34 
132,4,17,34 
132,5,17,34 
132,6,17,34 
132,7,17,34 
132,8,17,34 
132,9,17,34 
132,10,17,34 
133,1,18,34 
133,2,18,34 
133,3,18,34 
133,4,18,34 
133,5,18,34 
133,6,18,34 
133,7,18,34 
133,8,18,34 
133,9,18,34 
133,10,18,34 
132,1,19,34 
132,2,19,34 
132,3,19,34 
132,4,19,34 
132,5,19,34 
132,6,19,34 
132,7,19,34 
132,8,19,34 
132,9,19,34 
132,10,19,34 
131,1,20,34 
131,2,20,34 
131,3,20,34 
131,4,20,34 
131,5,20,34 
131,6,20,34 
131,7,20,34 
131,8,20,34 
131,9,20,34 
131,10,20,34 
133,1,1,35 
133,2,1,35 
133,3,1,35 
133,4,1,35 
133,5,1,35 
133,6,1,35 
133,7,1,35 
133,8,1,35 
133,9,1,35 
133,10,1,35 
0,1,2,35 
0,2,2,35 
0,3,2,35 
0,4,2,35 
0,5,2,35 
0,6,2,35 
0,7,2,35 
0,8,2,35 
0,9,2,35 
0,10,2,35 
133,1,3,35 
133,2,3,35 
133,3,3,35 
133,4,3,35 
133,5,3,35 
133,6,3,35 
133,7,3,35 
133,8,3,35 
133,9,3,35 
133,10,3,35 
131,1,4,35 
131,2,4,35 
131,3,4,35 
131,4,4,35 
131,5,4,35 
131,6,4,35 
131,7,4,35 
131,8,4,35 
131,9,4,35 
131,10,4,35 
132,1,5,35 
132,2,5,35 
132,3,5,35 
132,4,5,35 
132,5,5,35 
132,6,5,35 
132,7,5,35 
132,8,5,35 
132,9,5,35 
132,10,5,35 
132,1,6,35 
132,2,6,35 
132,3,6,35 
132,4,6,35 
132,5,6,35 
132,6,6,35 
132,7,6,35 
132,8,6,35 
132,9,6,35 
132,10,6,35 
132,1,7,35 
132,2,7,35 
132,3,7,35 
132,4,7,35 
132,5,7,35 
132,6,7,35 
132,7,7,35 
132,8,7,35 
132,9,7,35 
132,10,7,35 
130,1,8,35 
130,2,8,35 
130,3,8,35 
130,4,8,35 
130,5,8,35 
130,6,8,35 
130,7,8,35 
130,8,8,35 
130,9,8,35 
130,10,8,35 
132,1,9,35 
132,2,9,35 
132,3,9,35 
132,4,9,35 
132,5,9,35 
132,6,9,35 
132,7,9,35 
132,8,9,35 
132,9,9,35 
132,10,9,35 
130,1,10,35 
130,2,10,35 
130,3,10,35 
130,4,10,35 
130,5,10,35 
130,6,10,35 
130,7,10,35 
130,8,10,35 
130,9,10,35 
130,10,10,35 
129,1,11,35 
129,2,11,35 
129,3,11,35 
129,4,11,35 
129,5,11,35 
129,6,11,35 
129,7,11,35 
129,8,11,35 
129,9,11,35 
129,10,11,35 
134,1,12,35 
134,2,12,35 
134,3,12,35 
134,4,12,35 
134,5,12,35 
134,6,12,35 
134,7,12,35 
134,8,12,35 
134,9,12,35 
134,10,12,35 
131,1,13,35 
131,2,13,35 
131,3,13,35 
131,4,13,35 
131,5,13,35 
131,6,13,35 
131,7,13,35 
131,8,13,35 
131,9,13,35 
131,10,13,35 
132,1,14,35 
132,2,14,35 
132,3,14,35 
132,4,14,35 
132,5,14,35 
132,6,14,35 
132,7,14,35 
132,8,14,35 
132,9,14,35 
132,10,14,35 
125,1,15,35 
125,2,15,35 
125,3,15,35 
125,4,15,35 
125,5,15,35 
125,6,15,35 
125,7,15,35 
125,8,15,35 
125,9,15,35 
125,10,15,35 
135,1,16,35 
135,2,16,35 
135,3,16,35 
135,4,16,35 
135,5,16,35 
135,6,16,35 
135,7,16,35 
135,8,16,35 
135,9,16,35 
135,10,16,35 
130,1,17,35 
130,2,17,35 
130,3,17,35 
130,4,17,35 
130,5,17,35 
130,6,17,35 
130,7,17,35 
130,8,17,35 
130,9,17,35 
130,10,17,35 
133,1,18,35 
133,2,18,35 
133,3,18,35 
133,4,18,35 
133,5,18,35 
133,6,18,35 
133,7,18,35 
133,8,18,35 
133,9,18,35 
133,10,18,35 
125,1,19,35 
125,2,19,35 
125,3,19,35 
125,4,19,35 
125,5,19,35 
125,6,19,35 
125,7,19,35 
125,8,19,35 
125,9,19,35 
125,10,19,35 
133,1,20,35 
133,2,20,35 
133,3,20,35 
133,4,20,35 
133,5,20,35 
133,6,20,35 
133,7,20,35 
133,8,20,35 
133,9,20,35 
133,10,20,35 
132,1,1,36 
132,2,1,36 
132,3,1,36 
132,4,1,36 
132,5,1,36 
132,6,1,36 
132,7,1,36 
132,8,1,36 
132,9,1,36 
132,10,1,36 
0,1,2,36 
0,2,2,36 
0,3,2,36 
0,4,2,36 
0,5,2,36 
0,6,2,36 
0,7,2,36 
